,Latitude,Longitude,Number of schools,Rating,Schools,Site Name
364,41.89,-87.64,20,5.0,Chicago Jewish Day School,The River District
365,41.89,-87.64,20,3.9,Our Lady of Tepeyac High School,The River District
366,41.89,-87.64,20,4.0,Innovations High School,The River District
367,41.89,-87.64,20,4.0,Westinghouse College Prep High School,The River District
368,41.89,-87.64,20,4.8,The French Pastry School,The River District
369,41.89,-87.64,20,4.1,School of the Art Institute of Chicago,The River District
370,41.89,-87.64,20,4.0,The Chicago School of Professional Psychology,The River District
371,41.89,-87.64,20,4.5,Northwestern Pritzker School of Law,The River District
372,41.89,-87.64,20,4.2,John Marshall Law School,The River District
373,41.89,-87.64,20,,School,The River District
374,41.89,-87.64,20,4.0,School of the Art Institute of Chicago,The River District
375,41.89,-87.64,20,4.2,UIC School of Architecture,The River District
376,41.89,-87.64,20,5.0,School of the Art Institute of Chicago,The River District
377,41.89,-87.64,20,,The school,The River District
378,41.89,-87.64,20,4.8,Vagabond School of the Arts,The River District
379,41.89,-87.64,20,3.5,UIC College Prep,The River District
380,41.88,-87.65,20,,Schools,Futton Market
381,41.88,-87.65,20,4.2,Lane Tech College Prep High School,Futton Market
382,41.88,-87.65,20,3.6,Merit School of Music,Futton Market
383,41.88,-87.65,20,5.0,Chicago Jewish Day School,Futton Market
384,41.88,-87.65,20,3.9,Our Lady of Tepeyac High School,Futton Market
385,41.88,-87.65,20,4.0,Innovations High School,Futton Market
386,41.88,-87.65,20,4.0,Westinghouse College Prep High School,Futton Market
387,41.88,-87.65,20,4.8,The French Pastry School,Futton Market
388,41.88,-87.65,20,4.1,School of the Art Institute of Chicago,Futton Market
389,41.88,-87.65,20,4.0,The Chicago School of Professional Psychology,Futton Market
390,41.88,-87.65,20,4.5,Northwestern Pritzker School of Law,Futton Market
391,41.88,-87.65,20,4.2,John Marshall Law School,Futton Market
392,41.88,-87.65,20,,School,Futton Market
393,41.88,-87.65,20,4.0,School of the Art Institute of Chicago,Futton Market
394,41.88,-87.65,20,4.2,UIC School of Architecture,Futton Market
395,41.88,-87.65,20,5.0,School of the Art Institute of Chicago,Futton Market
396,41.88,-87.65,20,,The school,Futton Market
397,41.88,-87.65,20,3.7,Kelly High School,Futton Market
398,41.88,-87.65,20,3.5,UIC College Prep,Futton Market
399,41.88,-87.65,20,5.0,Komensky School,Futton Market
400,41.87,-87.63,20,,Schools,City Center Campus
401,41.87,-87.63,20,4.1,King College Prep High School,City Center Campus
402,41.87,-87.63,20,5.0,Peace and Education Coalition High School,City Center Campus
403,41.87,-87.63,20,3.6,Merit School of Music,City Center Campus
404,41.87,-87.63,20,3.9,Our Lady of Tepeyac High School,City Center Campus
405,41.87,-87.63,20,4.0,Innovations High School,City Center Campus
406,41.87,-87.63,20,4.0,Westinghouse College Prep High School,City Center Campus
407,41.87,-87.63,20,4.8,The French Pastry School,City Center Campus
408,41.87,-87.63,20,3.7,Adler University,City Center Campus
409,41.87,-87.63,20,4.1,School of the Art Institute of Chicago,City Center Campus
410,41.87,-87.63,20,4.0,The Chicago School of Professional Psychology,City Center Campus
411,41.87,-87.63,20,4.5,Northwestern Pritzker School of Law,City Center Campus
412,41.87,-87.63,20,4.2,John Marshall Law School,City Center Campus
413,41.87,-87.63,20,,School,City Center Campus
414,41.87,-87.63,20,4.0,School of the Art Institute of Chicago,City Center Campus
415,41.87,-87.63,20,4.2,UIC School of Architecture,City Center Campus
416,41.87,-87.63,20,3.6,Arthur A Libby School,City Center Campus
417,41.87,-87.63,20,5.0,School of the Art Institute of Chicago,City Center Campus
418,41.87,-87.63,20,,The school,City Center Campus
419,41.87,-87.63,20,3.7,Kelly High School,City Center Campus
420,41.87,-87.62,20,,Schools,The Downtown District
421,41.87,-87.62,20,4.1,King College Prep High School,The Downtown District
422,41.87,-87.62,20,5.0,Peace and Education Coalition High School,The Downtown District
423,41.87,-87.62,20,3.6,Merit School of Music,The Downtown District
424,41.87,-87.62,20,3.9,Our Lady of Tepeyac High School,The Downtown District
425,41.87,-87.62,20,4.0,Innovations High School,The Downtown District
426,41.87,-87.62,20,4.0,Westinghouse College Prep High School,The Downtown District
427,41.87,-87.62,20,4.8,The French Pastry School,The Downtown District
428,41.87,-87.62,20,3.7,Adler University,The Downtown District
429,41.87,-87.62,20,4.1,School of the Art Institute of Chicago,The Downtown District
430,41.87,-87.62,20,4.0,The Chicago School of Professional Psychology,The Downtown District
431,41.87,-87.62,20,4.5,Northwestern Pritzker School of Law,The Downtown District
432,41.87,-87.62,20,4.2,John Marshall Law School,The Downtown District
433,41.87,-87.62,20,,School,The Downtown District
434,41.87,-87.62,20,4.0,School of the Art Institute of Chicago,The Downtown District
435,41.87,-87.62,20,4.2,UIC School of Architecture,The Downtown District
436,41.87,-87.62,20,3.6,Arthur A Libby School,The Downtown District
437,41.87,-87.62,20,5.0,School of the Art Institute of Chicago,The Downtown District
438,41.87,-87.62,20,,The school,The Downtown District
439,41.87,-87.62,20,3.5,UIC College Prep,The Downtown District
440,41.86,-87.67,20,,Schools,The Illinois Medical District
441,41.86,-87.67,20,4.1,King College Prep High School,The Illinois Medical District
442,41.86,-87.67,20,5.0,Peace and Education Coalition High School,The Illinois Medical District
443,41.86,-87.67,20,3.6,Merit School of Music,The Illinois Medical District
444,41.86,-87.67,20,,Hope Academy School,The Illinois Medical District
445,41.86,-87.67,20,3.9,Our Lady of Tepeyac High School,The Illinois Medical District
446,41.86,-87.67,20,3.6,Arthur A Libby School,The Illinois Medical District
447,41.86,-87.67,20,5.0,Saint Thomas School,The Illinois Medical District
448,41.86,-87.67,20,4.0,Westinghouse College Prep High School,The Illinois Medical District
449,41.86,-87.67,20,4.0,Curie Metropolitan High School,The Illinois Medical District
450,41.86,-87.67,20,4.8,The French Pastry School,The Illinois Medical District
451,41.86,-87.67,20,3.7,Adler University,The Illinois Medical District
452,41.86,-87.67,20,4.1,School of the Art Institute of Chicago,The Illinois Medical District
453,41.86,-87.67,20,4.0,The Chicago School of Professional Psychology,The Illinois Medical District
454,41.86,-87.67,20,4.5,Northwestern Pritzker School of Law,The Illinois Medical District
455,41.86,-87.67,20,4.2,John Marshall Law School,The Illinois Medical District
456,41.86,-87.67,20,,School,The Illinois Medical District
457,41.86,-87.67,20,4.0,School of the Art Institute of Chicago,The Illinois Medical District
458,41.86,-87.67,20,4.2,UIC School of Architecture,The Illinois Medical District
459,41.86,-87.67,20,5.0,School of the Art Institute of Chicago,The Illinois Medical District
460,41.85,-87.66,20,,Schools,The 78
461,41.85,-87.66,20,4.1,King College Prep High School,The 78
462,41.85,-87.66,20,5.0,Peace and Education Coalition High School,The 78
463,41.85,-87.66,20,3.6,Merit School of Music,The 78
464,41.85,-87.66,20,4.7,The Harris School of Public Policy Studies,The 78
465,41.85,-87.66,20,,Hope Academy School,The 78
466,41.85,-87.66,20,3.9,Our Lady of Tepeyac High School,The 78
467,41.85,-87.66,20,3.6,Arthur A Libby School,The 78
468,41.85,-87.66,20,5.0,Saint Thomas School,The 78
469,41.85,-87.66,20,4.0,Westinghouse College Prep High School,The 78
470,41.85,-87.66,20,4.0,Curie Metropolitan High School,The 78
471,41.85,-87.66,20,4.8,The French Pastry School,The 78
472,41.85,-87.66,20,4.1,School of the Art Institute of Chicago,The 78
473,41.85,-87.66,20,4.8,The University of Chicago Booth School of Business,The 78
474,41.85,-87.66,20,4.0,The Chicago School of Professional Psychology,The 78
475,41.85,-87.66,20,4.5,Northwestern Pritzker School of Law,The 78
476,41.85,-87.66,20,4.2,John Marshall Law School,The 78
477,41.85,-87.66,20,4.5,University of Chicago Law School,The 78
478,41.85,-87.66,20,,School,The 78
479,41.85,-87.66,20,4.0,School of the Art Institute of Chicago,The 78
480,41.83,-87.6,20,4.1,King College Prep High School,Burnham Lakefront
481,41.83,-87.6,20,4.7,The Harris School of Public Policy Studies,Burnham Lakefront
482,41.83,-87.6,20,5.0,Peace and Education Coalition High School,Burnham Lakefront
483,41.83,-87.6,20,3.6,Merit School of Music,Burnham Lakefront
484,41.83,-87.6,20,4.5,The Chicago High School for the Arts,Burnham Lakefront
485,41.83,-87.6,20,2.7,Burke Elementary School,Burnham Lakefront
486,41.83,-87.6,20,,Hope Academy School,Burnham Lakefront
487,41.83,-87.6,20,4.1,Pickard Elementary School,Burnham Lakefront
488,41.83,-87.6,20,3.6,Arthur A Libby School,Burnham Lakefront
489,41.83,-87.6,20,4.0,Saint Phillip Neri School,Burnham Lakefront
490,41.83,-87.6,20,2.0,Davis M Magnet Elementary School,Burnham Lakefront
491,41.83,-87.6,20,4.0,Innovations High School,Burnham Lakefront
492,41.83,-87.6,20,3.0,Perspectives Charter Schools,Burnham Lakefront
493,41.83,-87.6,20,4.8,The French Pastry School,Burnham Lakefront
494,41.83,-87.6,20,3.7,Adler University,Burnham Lakefront
495,41.83,-87.6,20,4.1,School of the Art Institute of Chicago,Burnham Lakefront
496,41.83,-87.6,20,4.8,The University of Chicago Booth School of Business,Burnham Lakefront
497,41.83,-87.6,20,4.0,The Chicago School of Professional Psychology,Burnham Lakefront
498,41.83,-87.6,20,4.2,John Marshall Law School,Burnham Lakefront
499,41.83,-87.6,20,4.5,University of Chicago Law School,Burnham Lakefront
500,35.9,-78.87,20,3.5,Hillside High School & New Tech High,Research Triangle Park
501,35.9,-78.87,20,3.2,Panther Creek High School,Research Triangle Park
502,35.9,-78.87,20,3.5,Kestrel Heights Elementary School,Research Triangle Park
503,35.9,-78.87,20,5.0,NCCU School of Law,Research Triangle Park
504,35.9,-78.87,20,4.5,North Carolina Central University's School of Education,Research Triangle Park
505,35.9,-78.87,20,4.7,Global Montessori School,Research Triangle Park
506,35.9,-78.87,20,,Park West Barber School,Research Triangle Park
507,35.9,-78.87,20,3.7,Idyl Charter School,Research Triangle Park
508,35.9,-78.87,20,5.0,R N Harris Integrated Arts and Core Knowledge Magnet Elementary School,Research Triangle Park
509,35.9,-78.87,20,,Murphey School In Chapel Hill,Research Triangle Park
510,35.9,-78.87,20,5.0,Chapel Hill Chinese Language & Culture School,Research Triangle Park
511,35.9,-78.87,20,,Epworth Pre-School,Research Triangle Park
512,35.9,-78.87,20,5.0,Westminster School for Young Children,Research Triangle Park
513,35.9,-78.87,20,,Durham Public Schools,Research Triangle Park
514,35.9,-78.87,20,,Hope Valley School,Research Triangle Park
515,35.9,-78.87,20,,American School-Asian Culture,Research Triangle Park
516,35.9,-78.87,20,1.0,Triangle Collaborative School,Research Triangle Park
517,35.9,-78.87,20,4.0,The Goddard School,Research Triangle Park
518,35.9,-78.87,20,4.2,Apex School of Theology,Research Triangle Park
519,35.9,-78.87,20,5.0,Keller Graduate School of Management- Morrisville Raleigh-Durham Campus,Research Triangle Park
520,35.85,-79.08,20,,Summer School,Chatham Park
521,35.85,-79.08,20,4.7,UNC Kenan-Flagler Business School,Chatham Park
522,35.85,-79.08,20,,UNC School of Medicine Bldg 52,Chatham Park
523,35.85,-79.08,20,4.2,UNC School of Nursing,Chatham Park
524,35.85,-79.08,20,3.5,UNC School of Dentistry,Chatham Park
525,35.85,-79.08,20,3.5,Carrboro High School,Chatham Park
526,35.85,-79.08,20,5.0,Grey Culbreth Middle School,Chatham Park
527,35.85,-79.08,20,4.5,Carrboro Elementary School,Chatham Park
528,35.85,-79.08,20,5.0,"Willow Oak Montessori Charter School, Inc.",Chatham Park
529,35.85,-79.08,20,4.6,The Old School at Fancy Gap,Chatham Park
530,35.85,-79.08,20,3.2,Carrboro Early School,Chatham Park
531,35.85,-79.08,20,3.8,Afton Nature School,Chatham Park
532,35.85,-79.08,20,5.0,University Presbyterian Pre-School,Chatham Park
533,35.85,-79.08,20,,Lincoln School,Chatham Park
534,35.85,-79.08,20,,Communities In Schools of Orange County,Chatham Park
535,35.85,-79.08,20,4.2,UNC School of Medicine,Chatham Park
536,35.85,-79.08,20,,White House School,Chatham Park
537,35.85,-79.08,20,5.0,Primrose School of Chapel Hill at Briar Chapel,Chatham Park
538,35.85,-79.08,20,,UNC School of Medicine,Chatham Park
539,35.85,-79.08,20,,5-minute Dental Schools Loop,Chatham Park
540,35.77,-78.64,20,3.8,Saint Mary's School,Warehouse District
541,35.77,-78.64,20,4.8,Governor Morehead School,Warehouse District
542,35.77,-78.64,20,5.0,The Graduate School,Warehouse District
543,35.77,-78.64,20,3.8,Enloe High School,Warehouse District
544,35.77,-78.64,20,4.1,Cardinal Gibbons High School NC,Warehouse District
545,35.77,-78.64,20,3.6,Needham B. Broughton High School,Warehouse District
546,35.77,-78.64,20,5.0,NC Virtual Public School,Warehouse District
547,35.77,-78.64,20,4.1,Partnership Elementary School,Warehouse District
548,35.77,-78.64,20,4.2,Wake STEM Early College High School,Warehouse District
549,35.77,-78.64,20,3.6,Southeast Raleigh High School,Warehouse District
550,35.77,-78.64,20,3.3,Garner High School,Warehouse District
551,35.77,-78.64,20,4.9,Center Stage Music School,Warehouse District
552,35.77,-78.64,20,4.2,Dillard Drive Elementary School,Warehouse District
553,35.77,-78.64,20,,north carolina retired school personnel,Warehouse District
554,35.77,-78.64,20,,Communities In Schools,Warehouse District
555,35.77,-78.64,20,4.1,Campbell University Norman Adrian Wiggins School of Law,Warehouse District
556,35.77,-78.64,20,,Raleigh school of nurse anesthesia,Warehouse District
557,35.77,-78.64,20,,Vital Link Private Schools,Warehouse District
558,35.77,-78.64,20,3.8,Vital Link Private Schools,Warehouse District
559,35.77,-78.64,20,4.0,Moore Square Middle School,Warehouse District
560,33.7615,-84.3856,20,4.5,Georgia Institute of Technology School of Physics,Downtown Atlanta
561,33.7615,-84.3856,20,3.9,Atlanta's John Marshall Law School,Downtown Atlanta
562,33.7615,-84.3856,20,4.3,Morehouse School of Medicine,Downtown Atlanta
563,33.7615,-84.3856,20,,Python Hall,Downtown Atlanta
564,33.7615,-84.3856,20,4.6,Nell Hodgson Woodruff School of Nursing,Downtown Atlanta
565,33.7615,-84.3856,20,5.0,Georgia Tech School of Public Policy,Downtown Atlanta
566,33.7615,-84.3856,20,4.0,Charles R. Drew Charter School,Downtown Atlanta
567,33.7615,-84.3856,20,5.0,Glenn School School for Young Children,Downtown Atlanta
568,33.7615,-84.3856,20,4.6,Emory University: School of Medicine,Downtown Atlanta
569,33.7615,-84.3856,20,4.8,Emory Rollins School of Public Health,Downtown Atlanta
570,33.7615,-84.3856,20,,Johnson School,Downtown Atlanta
571,33.7615,-84.3856,20,4.6,Emory University's Goizueta Business School,Downtown Atlanta
572,33.7615,-84.3856,20,,School for Integrated Academics and Technologies,Downtown Atlanta
573,33.7615,-84.3856,20,,The LIFE School,Downtown Atlanta
574,33.7615,-84.3856,20,4.5,Primrose School of Midtown at Colony Square,Downtown Atlanta
575,33.7615,-84.3856,20,1.0,Atlanta Public Schools Transportation,Downtown Atlanta
576,33.7615,-84.3856,20,,Nursing Schools Atlanta,Downtown Atlanta
577,33.7615,-84.3856,20,3.9,Carver High School,Downtown Atlanta
578,33.7615,-84.3856,20,4.7,Highlander School,Downtown Atlanta
579,33.7615,-84.3856,20,5.0,"The Village School of East Atlanta, Inc.",Downtown Atlanta
580,34.5129,-93.0431,20,3.6,Lakeside High School,Midtown
581,34.5129,-93.0431,20,3.8,Hot Springs High School,Midtown
582,34.5129,-93.0431,20,4.3,"Arkansas School for Mathematics, Sciences and the Arts",Midtown
583,34.5129,-93.0431,20,4.7,Fountain Lake School District,Midtown
584,34.5129,-93.0431,20,4.6,Hot Springs Intermediate MYP World School,Midtown
585,34.5129,-93.0431,20,3.9,Cutter Morning Star School,Midtown
586,34.5129,-93.0431,20,,Lakeside Primary School,Midtown
587,34.5129,-93.0431,20,4.0,Oaklawn Visual and Performing Arts Magnet School,Midtown
588,34.5129,-93.0431,20,3.7,Gardner STEM Magnet,Midtown
589,34.5129,-93.0431,20,5.0,Langston Aerospace and Environmental Magnet School,Midtown
590,34.5129,-93.0431,20,4.0,Hot Springs Middle School,Midtown
591,34.5129,-93.0431,20,,Hot Springs School District,Midtown
592,34.5129,-93.0431,20,5.0,Gospel Light Christian School,Midtown
593,34.5129,-93.0431,20,5.0,Hot Springs Community School,Midtown
594,34.5129,-93.0431,20,4.1,Lakeside Middle School,Midtown
595,34.5129,-93.0431,20,,Turning Points School,Midtown
596,34.5129,-93.0431,20,,St Luke's Day School,Midtown
597,34.5129,-93.0431,20,,Little Lambs Lutheran Pre-School,Midtown
598,34.5129,-93.0431,20,,St. Michaels School,Midtown
599,34.5129,-93.0431,20,3.0,St John's Catholic School,Midtown
600,33.904,-84.2843,20,3.3,Norcross High School,Former GM plant
601,33.904,-84.2843,20,4.3,Marist School,Former GM plant
602,33.904,-84.2843,20,3.1,James Madison High School,Former GM plant
603,33.904,-84.2843,20,3.7,St. Pius X Catholic High School,Former GM plant
604,33.904,-84.2843,20,4.2,GIVE West High School,Former GM plant
605,33.904,-84.2843,20,3.5,Lakeside High School,Former GM plant
606,33.904,-84.2843,20,4.4,Briarlake Elementary School,Former GM plant
607,33.904,-84.2843,20,3.1,North Springs High School,Former GM plant
608,33.904,-84.2843,20,4.0,Tapestry Public Charter School,Former GM plant
609,33.904,-84.2843,20,4.0,Keller Graduate School,Former GM plant
610,33.904,-84.2843,20,4.0,The Weinstein School,Former GM plant
611,33.904,-84.2843,20,,Bartending school,Former GM plant
612,33.904,-84.2843,20,5.0,Moyo's School,Former GM plant
613,33.904,-84.2843,20,,"grady high school, atlanta, ga",Former GM plant
614,33.904,-84.2843,20,3.5,Chamblee Charter High School,Former GM plant
615,33.904,-84.2843,20,5.0,APR Court Reporting School,Former GM plant
616,33.904,-84.2843,20,4.7,Vanderlyn Elementary School,Former GM plant
617,33.904,-84.2843,20,4.1,Huntley Hills Elementary School,Former GM plant
618,33.904,-84.2843,20,4.4,Kingsley Elementary School,Former GM plant
619,33.904,-84.2843,20,4.4,Livsey Elementary School,Former GM plant
620,33.9133,-84.3888,20,4.1,Holy Innocents' Episcopal School,The High Street Site
621,33.9133,-84.3888,20,4.8,Lovett School,The High Street Site
622,33.9133,-84.3888,20,3.1,Dickerson Middle School,The High Street Site
623,33.9133,-84.3888,20,4.0,North Atlanta High School,The High Street Site
624,33.9133,-84.3888,20,4.3,Marist School,The High Street Site
625,33.9133,-84.3888,20,5.0,E Rivers Elementary School,The High Street Site
626,33.9133,-84.3888,20,3.1,North Springs High School,The High Street Site
627,33.9133,-84.3888,20,,Atlanta Girls' School,The High Street Site
628,33.9133,-84.3888,20,4.4,Springmont School,The High Street Site
629,33.9133,-84.3888,20,5.0,Atlanta North School,The High Street Site
630,33.9133,-84.3888,20,5.0,Solidarity School,The High Street Site
631,33.9133,-84.3888,20,1.0,Keller Graduate School of Management- Atlanta/Cobb-Galleria Center,The High Street Site
632,33.9133,-84.3888,20,3.5,Chamblee Charter High School,The High Street Site
633,33.9133,-84.3888,20,4.0,Keller Graduate School,The High Street Site
634,33.9133,-84.3888,20,4.0,The Weinstein School,The High Street Site
635,33.9133,-84.3888,20,,Chamblee charter high school,The High Street Site
636,33.9133,-84.3888,20,5.0,Jackson Elementary Primary School,The High Street Site
637,33.9133,-84.3888,20,4.8,Georgia School of Orthodontics Atlanta,The High Street Site
638,33.9133,-84.3888,20,5.0,Moyo's School,The High Street Site
639,33.9133,-84.3888,20,,Bartending school,The High Street Site
640,30.2586,-97.7444,20,4.5,Texas School for the Deaf,American-Statesman 
641,30.2586,-97.7444,20,4.7,LBJ School Of Public Affairs,American-Statesman 
642,30.2586,-97.7444,20,5.0,School of Nursing,American-Statesman 
643,30.2586,-97.7444,20,,IDEA Public Schools ARO,American-Statesman 
644,30.2586,-97.7444,20,4.5,Armstrong Community Music School,American-Statesman 
645,30.2586,-97.7444,20,4.9,Stepping Stone School - Hyde Park/Mueller,American-Statesman 
646,30.2586,-97.7444,20,4.5,Texas School for the Blind and Visually Impaired,American-Statesman 
647,30.2586,-97.7444,20,3.4,Austin School of Film,American-Statesman 
648,30.2586,-97.7444,20,2.0,Texas Permanent School Fund,American-Statesman 
649,30.2586,-97.7444,20,5.0,PenPal Schools,American-Statesman 
650,30.2586,-97.7444,20,4.4,University of Texas School of Law,American-Statesman 
651,30.2586,-97.7444,20,4.6,McCombs School of Business,American-Statesman 
652,30.2586,-97.7444,20,5.0,Acton School of Business,American-Statesman 
653,30.2586,-97.7444,20,4.0,Westlake High School,American-Statesman 
654,30.2586,-97.7444,20,,Westlake High School Tennis Center,American-Statesman 
655,30.2586,-97.7444,20,,Primrose School of West Lake Hills,American-Statesman 
656,30.2586,-97.7444,20,4.6,Steve Hicks School of Social Work,American-Statesman 
657,30.2586,-97.7444,20,5.0,Austin Community College Children's Lab School,American-Statesman 
658,30.2586,-97.7444,20,4.5,Child Craft Schools,American-Statesman 
659,30.2586,-97.7444,20,5.0,Long-View School,American-Statesman 
660,30.2714,-97.6647,20,4.7,LBJ School Of Public Affairs,Eightfold
661,30.2714,-97.6647,20,5.0,School of Nursing,Eightfold
662,30.2714,-97.6647,20,,IDEA Public Schools ARO,Eightfold
663,30.2714,-97.6647,20,4.9,Stepping Stone School - Hyde Park/Mueller,Eightfold
664,30.2714,-97.6647,20,4.5,Texas School for the Blind and Visually Impaired,Eightfold
665,30.2714,-97.6647,20,3.4,Austin School of Film,Eightfold
666,30.2714,-97.6647,20,3.5,LB Johnson Early College High School,Eightfold
667,30.2714,-97.6647,20,2.0,Texas Permanent School Fund,Eightfold
668,30.2714,-97.6647,20,4.4,University of Texas School of Law,Eightfold
669,30.2714,-97.6647,20,4.6,McCombs School of Business,Eightfold
670,30.2714,-97.6647,20,5.0,Acton School of Business,Eightfold
671,30.2714,-97.6647,20,4.2,Austin Classical School,Eightfold
672,30.2714,-97.6647,20,4.1,Oak Meadows Elementary School,Eightfold
673,30.2714,-97.6647,20,4.0,Austin Independent School District Special Centers,Eightfold
674,30.2714,-97.6647,20,4.6,Steve Hicks School of Social Work,Eightfold
675,30.2714,-97.6647,20,5.0,Austin Community College Children's Lab School,Eightfold
676,30.2714,-97.6647,20,,TRINITY CHARTER SCHOOL,Eightfold
677,30.2714,-97.6647,20,4.5,Child Craft Schools,Eightfold
678,30.2714,-97.6647,20,3.0,Austin Chinese School,Eightfold
679,30.2714,-97.6647,20,,Dell Medical School - Health Transformation Building,Eightfold
680,30.199,-97.8276,20,4.5,Texas School for the Deaf,Former 3M site
681,30.199,-97.8276,20,,IDEA Public Schools ARO,Former 3M site
682,30.199,-97.8276,20,5.0,PenPal Schools,Former 3M site
683,30.199,-97.8276,20,5.0,Covington Middle School,Former 3M site
684,30.199,-97.8276,20,,Headwaters School,Former 3M site
685,30.199,-97.8276,20,4.2,White Bird Montessori School,Former 3M site
686,30.199,-97.8276,20,3.4,Roz-Mina Montessori School,Former 3M site
687,30.199,-97.8276,20,4.0,San Juan Diego Catholic High School,Former 3M site
688,30.199,-97.8276,20,5.0,Red Leaf School of Music,Former 3M site
689,30.199,-97.8276,20,4.9,Band Aid School of Music - South Austin,Former 3M site
690,30.199,-97.8276,20,4.0,Master's Senior High School,Former 3M site
691,30.199,-97.8276,20,,Austin Rising School,Former 3M site
692,30.199,-97.8276,20,,Dill Alternative School,Former 3M site
693,30.199,-97.8276,20,5.0,Southwest School Bible Study,Former 3M site
694,30.199,-97.8276,20,,Behind The Bar Bartending School,Former 3M site
695,30.199,-97.8276,20,,Porter Junior High School,Former 3M site
696,30.199,-97.8276,20,,Zuben's Montessori School,Former 3M site
697,30.199,-97.8276,20,,Headwaters School,Former 3M site
698,30.199,-97.8276,20,,Hill country middle school gym,Former 3M site
699,30.199,-97.8276,20,1.0,Natural Ear Music School and Camp,Former 3M site
700,30.4015,-97.7268,20,3.0,McNeil High School,The Domain
701,30.4015,-97.7268,20,3.6,Westwood High School,The Domain
702,30.4015,-97.7268,20,5.0,Magellan International School - Preschool Campus,The Domain
703,30.4015,-97.7268,20,5.0,Stepping Stone School - Crestview/Allandale,The Domain
704,30.4015,-97.7268,20,3.2,Stepping Stone School - Northcross/Domain,The Domain
705,30.4015,-97.7268,20,4.0,Stepping Stone School - Lakeline/Cedar Park,The Domain
706,30.4015,-97.7268,20,5.0,Stepping Stone School - Anderson Mill/Westwood,The Domain
707,30.4015,-97.7268,20,4.4,St. Theresa's Catholic School,The Domain
708,30.4015,-97.7268,20,,Anderson High School Applied Technology Building,The Domain
709,30.4015,-97.7268,20,,Travis County Day School,The Domain
710,30.4015,-97.7268,20,4.3,Austin Graduate School of Theology,The Domain
711,30.4015,-97.7268,20,5.0,Casa de Niños Bilingual Montessori School,The Domain
712,30.4015,-97.7268,20,4.6,Saint Louis King of France Catholic Church & School,The Domain
713,30.4015,-97.7268,20,5.0,Murchison Middle School Paragliding and Hang Gliding Practice Hill,The Domain
714,30.4015,-97.7268,20,4.2,Austin Classical School,The Domain
715,30.4015,-97.7268,20,4.3,French School of Austin - Ecole Jean Jacques Rousseau,The Domain
716,30.4015,-97.7268,20,,Lanier Junior High School,The Domain
717,30.4015,-97.7268,20,,Austin's Pioneer Montessori School,The Domain
718,30.4015,-97.7268,20,5.0,IUIC School,The Domain
719,30.4015,-97.7268,20,4.9,Emler Swim School of Austin-Anderson Mill,The Domain
720,30.4014,-97.7147,20,3.0,McNeil High School,Bardmoor Campus
721,30.4014,-97.7147,20,3.4,Pflugerville High School,Bardmoor Campus
722,30.4014,-97.7147,20,3.6,Westwood High School,Bardmoor Campus
723,30.4014,-97.7147,20,5.0,Magellan International School - Preschool Campus,Bardmoor Campus
724,30.4014,-97.7147,20,5.0,Stepping Stone School - Crestview/Allandale,Bardmoor Campus
725,30.4014,-97.7147,20,3.2,Stepping Stone School - Northcross/Domain,Bardmoor Campus
726,30.4014,-97.7147,20,4.0,Stepping Stone School - Lakeline/Cedar Park,Bardmoor Campus
727,30.4014,-97.7147,20,5.0,Stepping Stone School - Anderson Mill/Westwood,Bardmoor Campus
728,30.4014,-97.7147,20,4.4,St. Theresa's Catholic School,Bardmoor Campus
729,30.4014,-97.7147,20,,Anderson High School Applied Technology Building,Bardmoor Campus
730,30.4014,-97.7147,20,,Travis County Day School,Bardmoor Campus
731,30.4014,-97.7147,20,4.3,Austin Graduate School of Theology,Bardmoor Campus
732,30.4014,-97.7147,20,5.0,Casa de Niños Bilingual Montessori School,Bardmoor Campus
733,30.4014,-97.7147,20,4.6,Saint Louis King of France Catholic Church & School,Bardmoor Campus
734,30.4014,-97.7147,20,5.0,Murchison Middle School Paragliding and Hang Gliding Practice Hill,Bardmoor Campus
735,30.4014,-97.7147,20,,Support Services - Pflugerville Independent School,Bardmoor Campus
736,30.4014,-97.7147,20,4.2,Austin Classical School,Bardmoor Campus
737,30.4014,-97.7147,20,4.3,French School of Austin - Ecole Jean Jacques Rousseau,Bardmoor Campus
738,30.4014,-97.7147,20,,Lanier Junior High School,Bardmoor Campus
739,30.4014,-97.7147,20,,Austin's Pioneer Montessori School,Bardmoor Campus
740,30.4704,-97.7701,20,3.0,McNeil High School,Robinson Ranch
741,30.4704,-97.7701,20,3.6,Westwood High School,Robinson Ranch
742,30.4704,-97.7701,20,3.7,Vandegrift High School,Robinson Ranch
743,30.4704,-97.7701,20,3.7,Round Rock High School,Robinson Ranch
744,30.4704,-97.7701,20,3.2,Cedar Valley Middle School,Robinson Ranch
745,30.4704,-97.7701,20,3.7,Stepping Stone School - Cat Hollow/620,Robinson Ranch
746,30.4704,-97.7701,20,4.0,Stepping Stone School - Lakeline/Cedar Park,Robinson Ranch
747,30.4704,-97.7701,20,5.0,Stepping Stone School - Anderson Mill/Westwood,Robinson Ranch
748,30.4704,-97.7701,20,5.0,Casa de Niños Bilingual Montessori School,Robinson Ranch
749,30.4704,-97.7701,20,3.7,Hatch House School,Robinson Ranch
750,30.4704,-97.7701,20,3.8,Brushy Creek Elementary School,Robinson Ranch
751,30.4704,-97.7701,20,,The Joule School,Robinson Ranch
