,Latitude,Longitude,Name,Rating,Site Name,count of
620,38.86,-77.01,Rose's Luxury,4.6,Nationals Park/ D.C United Stadium,20
621,38.89,-77,The Capital Grille,4.5,Union Station,20
622,38.89,-77,P.J. Clarke’s DC,4.1,Union Station,20
623,38.89,-77,DBGB DC,4.2,Union Station,20
624,38.89,-77,Jaleo,4.2,Union Station,20
625,38.89,-77,Fiola,4.5,Union Station,20
626,38.89,-77,Blue Duck Tavern,4.4,Union Station,20
627,38.89,-77,Founding Farmers DC,4.4,Union Station,20
628,38.89,-77,Old Ebbitt Grill,4.5,Union Station,20
629,38.89,-77,The Smith,4.3,Union Station,20
630,38.89,-77,Estadio,4.3,Union Station,20
631,38.89,-77,Zaytinya,4.4,Union Station,20
632,38.89,-77,The Oceanaire Seafood Room,4.1,Union Station,20
633,38.89,-77,Carmine's Italian Restaurant - Washington DC,4.2,Union Station,20
634,38.89,-77,Le Diplomate,4.6,Union Station,20
635,38.89,-77,Sequoia,3.8,Union Station,20
636,38.89,-77,the pig,4.4,Union Station,20
637,38.89,-77,Lebanese Taverna,4.2,Union Station,20
638,38.89,-77,The Hamilton,4.4,Union Station,20
639,38.89,-77,NOPA KITCHEN+BAR,4.3,Union Station,20
640,38.89,-77,Rose's Luxury,4.6,Union Station,20
641,38.88,-76.97,The Capital Grille,4.5,Hill-East Neighborhood,20
642,38.88,-76.97,P.J. Clarke’s DC,4.1,Hill-East Neighborhood,20
643,38.88,-76.97,DBGB DC,4.2,Hill-East Neighborhood,20
644,38.88,-76.97,Jaleo,4.2,Hill-East Neighborhood,20
645,38.88,-76.97,Fiola,4.5,Hill-East Neighborhood,20
646,38.88,-76.97,Blue Duck Tavern,4.4,Hill-East Neighborhood,20
647,38.88,-76.97,Founding Farmers DC,4.4,Hill-East Neighborhood,20
648,38.88,-76.97,Old Ebbitt Grill,4.5,Hill-East Neighborhood,20
649,38.88,-76.97,The Smith,4.3,Hill-East Neighborhood,20
650,38.88,-76.97,Estadio,4.3,Hill-East Neighborhood,20
651,38.88,-76.97,Zaytinya,4.4,Hill-East Neighborhood,20
652,38.88,-76.97,The Oceanaire Seafood Room,4.1,Hill-East Neighborhood,20
653,38.88,-76.97,Carmine's Italian Restaurant - Washington DC,4.2,Hill-East Neighborhood,20
654,38.88,-76.97,Le Diplomate,4.6,Hill-East Neighborhood,20
655,38.88,-76.97,Sequoia,3.8,Hill-East Neighborhood,20
656,38.88,-76.97,the pig,4.4,Hill-East Neighborhood,20
657,38.88,-76.97,Lebanese Taverna,4.2,Hill-East Neighborhood,20
658,38.88,-76.97,The Hamilton,4.4,Hill-East Neighborhood,20
659,38.88,-76.97,NOPA KITCHEN+BAR,4.3,Hill-East Neighborhood,20
660,38.88,-76.97,Rose's Luxury,4.6,Hill-East Neighborhood,20
661,38.91,-77.02,The Capital Grille,4.5,Shaw-Howard University Area,20
662,38.91,-77.02,P.J. Clarke’s DC,4.1,Shaw-Howard University Area,20
663,38.91,-77.02,DBGB DC,4.2,Shaw-Howard University Area,20
664,38.91,-77.02,Jaleo,4.2,Shaw-Howard University Area,20
665,38.91,-77.02,Zaytinya,4.4,Shaw-Howard University Area,20
666,38.91,-77.02,Fiola,4.5,Shaw-Howard University Area,20
667,38.91,-77.02,Blue Duck Tavern,4.4,Shaw-Howard University Area,20
668,38.91,-77.02,Founding Farmers DC,4.4,Shaw-Howard University Area,20
669,38.91,-77.02,Old Ebbitt Grill,4.5,Shaw-Howard University Area,20
670,38.91,-77.02,The Smith,4.3,Shaw-Howard University Area,20
671,38.91,-77.02,Estadio,4.3,Shaw-Howard University Area,20
672,38.91,-77.02,The Oceanaire Seafood Room,4.1,Shaw-Howard University Area,20
673,38.91,-77.02,Carmine's Italian Restaurant - Washington DC,4.2,Shaw-Howard University Area,20
674,38.91,-77.02,Le Diplomate,4.6,Shaw-Howard University Area,20
675,38.91,-77.02,Sequoia,3.8,Shaw-Howard University Area,20
676,38.91,-77.02,the pig,4.4,Shaw-Howard University Area,20
677,38.91,-77.02,Lebanese Taverna,4.2,Shaw-Howard University Area,20
678,38.91,-77.02,The Hamilton,4.4,Shaw-Howard University Area,20
679,38.91,-77.02,NOPA KITCHEN+BAR,4.3,Shaw-Howard University Area,20
680,38.91,-77.02,Rose's Luxury,4.6,Shaw-Howard University Area,20
681,34.1802,-118.6028,BJ's Restaurant & Brewhouse,3.9,Warner Center West San Fernando Valley,20
682,34.1802,-118.6028,Real Mex Restaurants Inc,NAN,Warner Center West San Fernando Valley,20
683,34.1802,-118.6028,Melad Bakery & Afghan Restaurant,5,Warner Center West San Fernando Valley,20
684,34.1802,-118.6028,Bonillas Restaurante,5,Warner Center West San Fernando Valley,20
685,34.1802,-118.6028,SUBWAY®Restaurants,4,Warner Center West San Fernando Valley,20
686,34.1802,-118.6028,SUBWAY®Restaurants,2.3,Warner Center West San Fernando Valley,20
687,34.1802,-118.6028,SUBWAY®Restaurants,4.1,Warner Center West San Fernando Valley,20
688,34.1802,-118.6028,SUBWAY®Restaurants,3.8,Warner Center West San Fernando Valley,20
689,34.1802,-118.6028,SUBWAY®Restaurants,4.2,Warner Center West San Fernando Valley,20
690,34.1802,-118.6028,SUBWAY®Restaurants,3.2,Warner Center West San Fernando Valley,20
691,34.1802,-118.6028,Nipa Hut (Filipino Restaurant),4.2,Warner Center West San Fernando Valley,20
692,34.1802,-118.6028,Thai BBQ Restaurant,3.8,Warner Center West San Fernando Valley,20
693,34.1802,-118.6028,DENJ RESTAURANT # 1 BY MR. COOK,5,Warner Center West San Fernando Valley,20
694,34.1802,-118.6028,Golden State Wook Restaurant,5,Warner Center West San Fernando Valley,20
695,34.1802,-118.6028,Pickwick Restaurant,NAN,Warner Center West San Fernando Valley,20
696,34.1802,-118.6028,Grande Polentoni Restaurant Italian & Persian Cuisine,NAN,Warner Center West San Fernando Valley,20
697,34.1802,-118.6028,Manila Express Restaurant Corporation,NAN,Warner Center West San Fernando Valley,20
698,34.1802,-118.6028,Las Fuentes Restaurant,5,Warner Center West San Fernando Valley,20
699,34.1802,-118.6028,El Corozo Restaurante,3.3,Warner Center West San Fernando Valley,20
700,34.1802,-118.6028,LaForcaccia Restaurant,5,Warner Center West San Fernando Valley,20
701,34.4318,-118.5584,Buca di Beppo Italian Restaurant,3.8,New Hall Ranch Santa Clarita Valley,20
702,34.4318,-118.5584,Casa Canela Restaurant,4.4,New Hall Ranch Santa Clarita Valley,20
703,34.4318,-118.5584,Burgerim,3.8,New Hall Ranch Santa Clarita Valley,20
704,34.4318,-118.5584,Teriyaki Madness,4.2,New Hall Ranch Santa Clarita Valley,20
705,34.4318,-118.5584,Islands Restaurant Santa Clarita,4.2,New Hall Ranch Santa Clarita Valley,20
706,34.4318,-118.5584,Wolf Creek Restaurant and Brewing Company,4,New Hall Ranch Santa Clarita Valley,20
707,34.4318,-118.5584,BJ's Restaurant & Brewhouse,3.6,New Hall Ranch Santa Clarita Valley,20
708,34.4318,-118.5584,Presidente Restaurant,4.2,New Hall Ranch Santa Clarita Valley,20
709,34.4318,-118.5584,La Cocina,4.4,New Hall Ranch Santa Clarita Valley,20
710,34.4318,-118.5584,STONEFIRE Grill,4.5,New Hall Ranch Santa Clarita Valley,20
711,34.4318,-118.5584,Vincenzo's Pizza - Saugus,4.1,New Hall Ranch Santa Clarita Valley,20
712,34.4318,-118.5584,Chili's Grill & Bar,3.7,New Hall Ranch Santa Clarita Valley,20
713,34.4318,-118.5584,Italia Panetteria & Deli,4.6,New Hall Ranch Santa Clarita Valley,20
714,34.4318,-118.5584,SUBWAY®Restaurants,3.7,New Hall Ranch Santa Clarita Valley,20
715,34.4318,-118.5584,SUBWAY®Restaurants,3.3,New Hall Ranch Santa Clarita Valley,20
716,34.4318,-118.5584,SUBWAY®Restaurants,4.1,New Hall Ranch Santa Clarita Valley,20
717,34.4318,-118.5584,New Moon Restaurant,4.3,New Hall Ranch Santa Clarita Valley,20
718,34.4318,-118.5584,Olive Garden Italian Restaurant,4.2,New Hall Ranch Santa Clarita Valley,20
719,34.4318,-118.5584,Wood Ranch BBQ & Grill,4.3,New Hall Ranch Santa Clarita Valley,20
720,34.4318,-118.5584,Newhall Refinery,4.5,New Hall Ranch Santa Clarita Valley,20
721,34.0885,-117.7702,Pinnacle Peak Steakhouse- San Dimas,4.4,Pomona Fairplex,20
722,34.0885,-117.7702,IHOP,4.2,Pomona Fairplex,20
723,34.0885,-117.7702,"Cafe X2O, La Verne",4.3,Pomona Fairplex,20
724,34.0885,-117.7702,Himalayan Cafe,4.1,Pomona Fairplex,20
725,34.0885,-117.7702,Lucabella at the Walker House,4.5,Pomona Fairplex,20
726,34.0885,-117.7702,Olive Garden Italian Restaurant,4.2,Pomona Fairplex,20
727,34.0885,-117.7702,Twisted Sage Cafe & Catering,4.6,Pomona Fairplex,20
728,34.0885,-117.7702,Butter Cafe & Bakery,4.3,Pomona Fairplex,20
729,34.0885,-117.7702,Chopsticks House,4.1,Pomona Fairplex,20
730,34.0885,-117.7702,Michaelangelo's Pizza,4.1,Pomona Fairplex,20
731,34.0885,-117.7702,Boston Market,4.3,Pomona Fairplex,20
732,34.0885,-117.7702,Zendejas Mexican Restaurant,3.8,Pomona Fairplex,20
733,34.0885,-117.7702,Top Thai Table,4.4,Pomona Fairplex,20
734,34.0885,-117.7702,Taco Bell,3.9,Pomona Fairplex,20
735,34.0885,-117.7702,Applebee’s Grill + Bar,4.2,Pomona Fairplex,20
736,34.0885,-117.7702,Cafe Las Pupusas Dining & Brews,4.4,Pomona Fairplex,20
737,34.0885,-117.7702,Lucky Elephant Thai Cuisine,4.3,Pomona Fairplex,20
738,34.0885,-117.7702,El Pollo Loco,3.8,Pomona Fairplex,20
739,34.0885,-117.7702,Denny's,3.8,Pomona Fairplex,20
740,34.0885,-117.7702,Chili's Grill & Bar,4.1,Pomona Fairplex,20
741,42.39,-71,Davio's Northern Italian Steakhouse,4.5,Suffolk Downs,20
742,42.39,-71,Legal Harborside,4.3,Suffolk Downs,20
743,42.39,-71,Brasserie JO,3.8,Suffolk Downs,20
744,42.39,-71,The Gold Bar,4,Suffolk Downs,20
745,42.39,-71,Menton,4.6,Suffolk Downs,20
746,42.39,-71,Champions,4,Suffolk Downs,20
747,42.39,-71,Tico Boston,4,Suffolk Downs,20
748,42.39,-71,Chart House,4,Suffolk Downs,20
749,42.39,-71,The Palm Boston,4.3,Suffolk Downs,20
750,42.39,-71,Legal Sea Foods,3.8,Suffolk Downs,20
751,42.39,-71,Island Creek Oyster Bar,4.5,Suffolk Downs,20
752,42.39,-71,Toro,4.5,Suffolk Downs,20
753,42.39,-71,Trade,4.1,Suffolk Downs,20
754,42.39,-71,The Oceanaire Seafood Room,4.3,Suffolk Downs,20
755,42.39,-71,The Four's Restaurant & Sports Bar,4.1,Suffolk Downs,20
756,42.39,-71,El Palmar Restaurante,4.5,Suffolk Downs,20
757,42.39,-71,Meritage Restaurant,4.8,Suffolk Downs,20
758,42.39,-71,Empire,4.4,Suffolk Downs,20
759,42.39,-71,Rabia's Seafood/Oyster Bar & Italian Restaurant,4,Suffolk Downs,20
760,42.39,-71,The Courtyard Restaurant,4.6,Suffolk Downs,20
761,42.34,-71.03,Davio's Northern Italian Steakhouse,4.5,South Boston Waterfront,20
762,42.34,-71.03,Legal Harborside,4.3,South Boston Waterfront,20
763,42.34,-71.03,Brasserie JO,3.8,South Boston Waterfront,20
764,42.34,-71.03,The Gold Bar,4,South Boston Waterfront,20
765,42.34,-71.03,Menton,4.6,South Boston Waterfront,20
766,42.34,-71.03,Champions,4,South Boston Waterfront,20
767,42.34,-71.03,Tico Boston,4,South Boston Waterfront,20
768,42.34,-71.03,Chart House,4,South Boston Waterfront,20
769,42.34,-71.03,The Palm Boston,4.3,South Boston Waterfront,20
770,42.34,-71.03,Legal Sea Foods,3.8,South Boston Waterfront,20
771,42.34,-71.03,Scoozi,3.8,South Boston Waterfront,20
772,42.34,-71.03,Island Creek Oyster Bar,4.5,South Boston Waterfront,20
773,42.34,-71.03,Toro,4.5,South Boston Waterfront,20
774,42.34,-71.03,Trade,4.1,South Boston Waterfront,20
775,42.34,-71.03,The Oceanaire Seafood Room,4.3,South Boston Waterfront,20
776,42.34,-71.03,Yard House,4.2,South Boston Waterfront,20
777,42.34,-71.03,Strega,4.1,South Boston Waterfront,20
778,42.34,-71.03,The Four's Restaurant & Sports Bar,4.1,South Boston Waterfront,20
779,42.34,-71.03,Meritage Restaurant,4.8,South Boston Waterfront,20
780,42.34,-71.03,Empire,4.4,South Boston Waterfront,20
781,42.35,-71.05,Davio's Northern Italian Steakhouse,4.5,Downtown,20
782,42.35,-71.05,Legal Harborside,4.3,Downtown,20
783,42.35,-71.05,Brasserie JO,3.8,Downtown,20
784,42.35,-71.05,The Gold Bar,4,Downtown,20
785,42.35,-71.05,Menton,4.6,Downtown,20
786,42.35,-71.05,Champions,4,Downtown,20
787,42.35,-71.05,Tico Boston,4,Downtown,20
788,42.35,-71.05,Chart House,4,Downtown,20
789,42.35,-71.05,The Palm Boston,4.3,Downtown,20
790,42.35,-71.05,Legal Sea Foods,3.8,Downtown,20
791,42.35,-71.05,Scoozi,3.8,Downtown,20
792,42.35,-71.05,Island Creek Oyster Bar,4.5,Downtown,20
793,42.35,-71.05,Toro,4.5,Downtown,20
794,42.35,-71.05,Trade,4.1,Downtown,20
795,42.35,-71.05,The Oceanaire Seafood Room,4.3,Downtown,20
796,42.35,-71.05,Yard House,4.2,Downtown,20
797,42.35,-71.05,Strega,4.1,Downtown,20
798,42.35,-71.05,Bertucci's,3.9,Downtown,20
799,42.35,-71.05,Area Four Woodfired Restaurant & Bar,4.5,Downtown,20
800,42.35,-71.05,The Four's Restaurant & Sports Bar,4.1,Downtown,20
801,42.34,-71.06,Davio's Northern Italian Steakhouse,4.5,South End,20
802,42.34,-71.06,Legal Sea Foods,3.8,South End,20
803,42.34,-71.06,Brasserie JO,3.8,South End,20
804,42.34,-71.06,The Gold Bar,4,South End,20
805,42.34,-71.06,Menton,4.6,South End,20
806,42.34,-71.06,Champions,4,South End,20
807,42.34,-71.06,Tico Boston,4,South End,20
808,42.34,-71.06,Chart House,4,South End,20
809,42.34,-71.06,The Palm Boston,4.3,South End,20
810,42.34,-71.06,Legal Harborside,4.3,South End,20
811,42.34,-71.06,Scoozi,3.8,South End,20
812,42.34,-71.06,Island Creek Oyster Bar,4.5,South End,20
813,42.34,-71.06,Toro,4.5,South End,20
814,42.34,-71.06,Margarita's Mexican Restaurant,3.7,South End,20
815,42.34,-71.06,Trade,4.1,South End,20
816,42.34,-71.06,The Oceanaire Seafood Room,4.3,South End,20
817,42.34,-71.06,Yard House,4.2,South End,20
818,42.34,-71.06,Strega,4.1,South End,20
819,42.34,-71.06,Bertucci's,3.9,South End,20
820,42.34,-71.06,Area Four Woodfired Restaurant & Bar,4.5,South End,20
821,40.75,-74,Blossom on Columbus,4.2,Hudson Yards,20
822,40.75,-74,Le Bernardin,4.7,Hudson Yards,20
823,40.75,-74,Butter,4,Hudson Yards,20
824,40.75,-74,Butter Lane,4.2,Hudson Yards,20
825,40.75,-74,Gabriel Kreuther,4.6,Hudson Yards,20
826,40.75,-74,The Modern,4.5,Hudson Yards,20
827,40.75,-74,Del Posto,4.6,Hudson Yards,20
828,40.75,-74,Daniel,4.6,Hudson Yards,20
829,40.75,-74,Blossom,4.5,Hudson Yards,20
830,40.75,-74,Urban Vegan Kitchen,4.5,Hudson Yards,20
831,40.75,-74,Zuma,4.3,Hudson Yards,20
832,40.75,-74,Buca di Beppo Italian Restaurant,3.9,Hudson Yards,20
833,40.75,-74,Lavo,3.8,Hudson Yards,20
834,40.75,-74,Manhattan Diner,4.3,Hudson Yards,20
835,40.75,-74,Marea,4.5,Hudson Yards,20
836,40.75,-74,Blue Hill,4.6,Hudson Yards,20
837,40.75,-74,Fonda,4.4,Hudson Yards,20
838,40.75,-74,TGI Fridays,2.8,Hudson Yards,20
839,40.75,-74,Catch NYC,4,Hudson Yards,20
840,40.75,-74,Carrabba's Italian Grill,4.2,Hudson Yards,20
841,40.74,-73.94,Blossom,4.5,Long Island City,20
842,40.74,-73.94,Gramercy Tavern,4.6,Long Island City,20
843,40.74,-73.94,Butter Lane,4.2,Long Island City,20
844,40.74,-73.94,Gabriel Kreuther,4.6,Long Island City,20
845,40.74,-73.94,Butter,4,Long Island City,20
846,40.74,-73.94,The Modern,4.5,Long Island City,20
847,40.74,-73.94,Junior's Restaurant and Bakery,4.3,Long Island City,20
848,40.74,-73.94,Del Posto,4.6,Long Island City,20
849,40.74,-73.94,Blossom on Columbus,4.2,Long Island City,20
850,40.74,-73.94,Urban Vegan Kitchen,4.5,Long Island City,20
851,40.74,-73.94,Daniel,4.6,Long Island City,20
852,40.74,-73.94,Zuma,4.3,Long Island City,20
853,40.74,-73.94,Buca di Beppo Italian Restaurant,3.9,Long Island City,20
854,40.74,-73.94,Manhattan Diner,4.3,Long Island City,20
855,40.74,-73.94,Marea,4.5,Long Island City,20
856,40.74,-73.94,Blue Hill,4.6,Long Island City,20
857,40.74,-73.94,TGI Fridays,2.8,Long Island City,20
858,40.74,-73.94,Sizzler,3.5,Long Island City,20
859,40.74,-73.94,Catch NYC,4,Long Island City,20
860,40.74,-73.94,Dos Caminos,4,Long Island City,20
861,40.7,-73.98,Blue Ribbon Brooklyn,4.3,Brooklyn Tech Triangle,20
862,40.7,-73.98,Junior's Restaurant & Bakery,4.2,Brooklyn Tech Triangle,20
863,40.7,-73.98,Soco,4.2,Brooklyn Tech Triangle,20
864,40.7,-73.98,The Vanderbilt,4,Brooklyn Tech Triangle,20
865,40.7,-73.98,Roberta's,4.5,Brooklyn Tech Triangle,20
866,40.7,-73.98,Saraghina,4.4,Brooklyn Tech Triangle,20
867,40.7,-73.98,Gen,4.5,Brooklyn Tech Triangle,20
868,40.7,-73.98,Brooklyn Crab,4.1,Brooklyn Tech Triangle,20
869,40.7,-73.98,Blue Ribbon at Brooklyn Bowl,4,Brooklyn Tech Triangle,20
870,40.7,-73.98,Junior's Restaurant and Bakery,4.3,Brooklyn Tech Triangle,20
871,40.7,-73.98,Alchemy,4.1,Brooklyn Tech Triangle,20
872,40.7,-73.98,Zuma,4.3,Brooklyn Tech Triangle,20
873,40.7,-73.98,Buca di Beppo Italian Restaurant,3.9,Brooklyn Tech Triangle,20
874,40.7,-73.98,River Deli,4.4,Brooklyn Tech Triangle,20
875,40.7,-73.98,SEA,4.2,Brooklyn Tech Triangle,20
876,40.7,-73.98,China Restaurant,4.3,Brooklyn Tech Triangle,20
877,40.7,-73.98,San Remo Pizzeria & Restaurant,4.1,Brooklyn Tech Triangle,20
878,40.7,-73.98,Olmsted,4.6,Brooklyn Tech Triangle,20
879,40.7,-73.98,Buttermilk Channel,4.4,Brooklyn Tech Triangle,20
880,40.7,-73.98,BKW by Brooklyn Winery,4.6,Brooklyn Tech Triangle,20
881,40.7,-74.01,Mantra Authentic Indian Restaurant,3.8,Financial District,20
882,40.7,-74.01,Max's,4.2,Financial District,20
883,40.7,-74.01,Chili's Grill & Bar,3.7,Financial District,20
884,40.7,-74.01,Porta,4.2,Financial District,20
885,40.7,-74.01,The Cheesecake Factory,3.4,Financial District,20
886,40.7,-74.01,Liberty House Restaurant,4.3,Financial District,20
887,40.7,-74.01,Satis Bistro,4.5,Financial District,20
888,40.7,-74.01,Skinner's Loft,4.3,Financial District,20
889,40.7,-74.01,Light Horse Tavern,4.3,Financial District,20
890,40.7,-74.01,B.GOOD,3.7,Financial District,20
891,40.7,-74.01,Razza,4.5,Financial District,20
892,40.7,-74.01,Talde,4.2,Financial District,20
893,40.7,-74.01,Orale Mexican Kitchen,4.4,Financial District,20
894,40.7,-74.01,Mathews Food and Drink,4.5,Financial District,20
895,40.7,-74.01,Roman Nose,4.3,Financial District,20
896,40.7,-74.01,Maritime Parc,4.2,Financial District,20
897,40.7,-74.01,The Kitchen Step,4.4,Financial District,20
898,40.7,-74.01,Vu,3.7,Financial District,20
899,40.7,-74.01,Villa Borghese III,4,Financial District,20
900,40.7,-74.01,Sawadee,3.5,Financial District,20
901,41.91,-87.64,avec Restaurant,4.6,Lincoln Yards,20
902,41.91,-87.64,Wildfire Chicago,4.4,Lincoln Yards,20
903,41.91,-87.64,Bandera,4.4,Lincoln Yards,20
904,41.91,-87.64,Frontera Grill,4.4,Lincoln Yards,20
905,41.91,-87.64,Gibsons Bar & Steakhouse,4.6,Lincoln Yards,20
906,41.91,-87.64,The Purple Pig,4.5,Lincoln Yards,20
907,41.91,-87.64,Italian Village,4.2,Lincoln Yards,20
908,41.91,-87.64,Mexique,4.6,Lincoln Yards,20
909,41.91,-87.64,Wilde Bar & Restaurant,4.5,Lincoln Yards,20
910,41.91,-87.64,Next,4.7,Lincoln Yards,20
911,41.91,-87.64,Ditka's Restaurant Chicago,4.3,Lincoln Yards,20
912,41.91,-87.64,RL Restaurant,4.2,Lincoln Yards,20
913,41.91,-87.64,Monteverde Restaurant & Pastificio,4.7,Lincoln Yards,20
914,41.91,-87.64,71 W Monroe,NAN,Lincoln Yards,20
915,41.91,-87.64,Smith & Wollensky - Chicago,4.3,Lincoln Yards,20
916,41.91,-87.64,Cafe Ba-Ba-Reeba!,4.5,Lincoln Yards,20
917,41.91,-87.64,RPM Steak,4.6,Lincoln Yards,20
918,41.91,-87.64,Pierrot Gourmet at The Peninsula,4.6,Lincoln Yards,20
919,41.91,-87.64,Alinea,4.6,Lincoln Yards,20
920,41.91,-87.64,Rosebud Restaurants Corporate Office,3.9,Lincoln Yards,20
921,41.89,-87.64,avec Restaurant,4.6,The River District,20
922,41.89,-87.64,Wildfire Chicago,4.4,The River District,20
923,41.89,-87.64,Bandera,4.4,The River District,20
924,41.89,-87.64,Frontera Grill,4.4,The River District,20
925,41.89,-87.64,Gibsons Bar & Steakhouse,4.6,The River District,20
926,41.89,-87.64,The Purple Pig,4.5,The River District,20
927,41.89,-87.64,Italian Village,4.2,The River District,20
928,41.89,-87.64,Mexique,4.6,The River District,20
929,41.89,-87.64,Wilde Bar & Restaurant,4.5,The River District,20
930,41.89,-87.64,Next,4.7,The River District,20
931,41.89,-87.64,Ditka's Restaurant Chicago,4.3,The River District,20
932,41.89,-87.64,RL Restaurant,4.2,The River District,20
933,41.89,-87.64,Monteverde Restaurant & Pastificio,4.7,The River District,20
934,41.89,-87.64,71 W Monroe,NAN,The River District,20
935,41.89,-87.64,Smith & Wollensky - Chicago,4.3,The River District,20
936,41.89,-87.64,Cafe Ba-Ba-Reeba!,4.5,The River District,20
937,41.89,-87.64,RPM Steak,4.6,The River District,20
938,41.89,-87.64,Pierrot Gourmet at The Peninsula,4.6,The River District,20
939,41.89,-87.64,Alinea,4.6,The River District,20
940,41.89,-87.64,Rosebud Restaurants Corporate Office,3.9,The River District,20
941,41.88,-87.65,avec Restaurant,4.6,Futton Market,20
942,41.88,-87.65,Wildfire Chicago,4.4,Futton Market,20
943,41.88,-87.65,Frontera Grill,4.4,Futton Market,20
944,41.88,-87.65,Gibsons Bar & Steakhouse,4.6,Futton Market,20
945,41.88,-87.65,The Purple Pig,4.5,Futton Market,20
946,41.88,-87.65,Italian Village,4.2,Futton Market,20
947,41.88,-87.65,Mexique,4.6,Futton Market,20
948,41.88,-87.65,Wilde Bar & Restaurant,4.5,Futton Market,20
949,41.88,-87.65,Next,4.7,Futton Market,20
950,41.88,-87.65,Ditka's Restaurant Chicago,4.3,Futton Market,20
951,41.88,-87.65,RL Restaurant,4.2,Futton Market,20
952,41.88,-87.65,Monteverde Restaurant & Pastificio,4.7,Futton Market,20
953,41.88,-87.65,71 W Monroe,NAN,Futton Market,20
954,41.88,-87.65,Smith & Wollensky - Chicago,4.3,Futton Market,20
955,41.88,-87.65,RPM Steak,4.6,Futton Market,20
956,41.88,-87.65,Bandera,4.4,Futton Market,20
957,41.88,-87.65,Pierrot Gourmet at The Peninsula,4.6,Futton Market,20
958,41.88,-87.65,Alinea,4.6,Futton Market,20
959,41.88,-87.65,Rosebud Restaurants Corporate Office,3.9,Futton Market,20
960,41.88,-87.65,Cocula Restaurant,3.7,Futton Market,20
961,41.87,-87.63,avec Restaurant,4.6,City Center Campus,20
962,41.87,-87.63,Wildfire Chicago,4.4,City Center Campus,20
963,41.87,-87.63,Rosebud Restaurants Corporate Office,3.9,City Center Campus,20
964,41.87,-87.63,Gibsons Bar & Steakhouse,4.6,City Center Campus,20
965,41.87,-87.63,The Purple Pig,4.5,City Center Campus,20
966,41.87,-87.63,Italian Village,4.2,City Center Campus,20
967,41.87,-87.63,Mexique,4.6,City Center Campus,20
968,41.87,-87.63,Wilde Bar & Restaurant,4.5,City Center Campus,20
969,41.87,-87.63,Next,4.7,City Center Campus,20
970,41.87,-87.63,Ditka's Restaurant Chicago,4.3,City Center Campus,20
971,41.87,-87.63,RL Restaurant,4.2,City Center Campus,20
972,41.87,-87.63,Monteverde Restaurant & Pastificio,4.7,City Center Campus,20
973,41.87,-87.63,71 W Monroe,NAN,City Center Campus,20
974,41.87,-87.63,Smith & Wollensky - Chicago,4.3,City Center Campus,20
975,41.87,-87.63,RPM Steak,4.6,City Center Campus,20
976,41.87,-87.63,Bandera,4.4,City Center Campus,20
977,41.87,-87.63,Pierrot Gourmet at The Peninsula,4.6,City Center Campus,20
978,41.87,-87.63,Alinea,4.6,City Center Campus,20
979,41.87,-87.63,Frontera Grill,4.4,City Center Campus,20
980,41.87,-87.63,Roister Restaurant,4.5,City Center Campus,20
981,41.87,-87.62,avec Restaurant,4.6,The Downtown District,20
982,41.87,-87.62,Wildfire Chicago,4.4,The Downtown District,20
983,41.87,-87.62,Rosebud Restaurants Corporate Office,3.9,The Downtown District,20
984,41.87,-87.62,Gibsons Bar & Steakhouse,4.6,The Downtown District,20
985,41.87,-87.62,The Purple Pig,4.5,The Downtown District,20
986,41.87,-87.62,Italian Village,4.2,The Downtown District,20
987,41.87,-87.62,Mexique,4.6,The Downtown District,20
988,41.87,-87.62,Wilde Bar & Restaurant,4.5,The Downtown District,20
989,41.87,-87.62,Next,4.7,The Downtown District,20
990,41.87,-87.62,Ditka's Restaurant Chicago,4.3,The Downtown District,20
991,41.87,-87.62,RL Restaurant,4.2,The Downtown District,20
992,41.87,-87.62,Monteverde Restaurant & Pastificio,4.7,The Downtown District,20
993,41.87,-87.62,71 W Monroe,NAN,The Downtown District,20
994,41.87,-87.62,Smith & Wollensky - Chicago,4.3,The Downtown District,20
995,41.87,-87.62,RPM Steak,4.6,The Downtown District,20
996,41.87,-87.62,Bandera,4.4,The Downtown District,20
997,41.87,-87.62,Pierrot Gourmet at The Peninsula,4.6,The Downtown District,20
998,41.87,-87.62,Alinea,4.6,The Downtown District,20
999,41.87,-87.62,Frontera Grill,4.4,The Downtown District,20
1000,41.87,-87.62,Roister Restaurant,4.5,The Downtown District,20
1001,41.86,-87.67,avec Restaurant,4.6,The Illinois Medical District,20
1002,41.86,-87.67,Wildfire Chicago,4.4,The Illinois Medical District,20
1003,41.86,-87.67,Frontera Grill,4.4,The Illinois Medical District,20
1004,41.86,-87.67,Rosebud Restaurants Corporate Office,3.9,The Illinois Medical District,20
1005,41.86,-87.67,Gibsons Bar & Steakhouse,4.6,The Illinois Medical District,20
1006,41.86,-87.67,The Purple Pig,4.5,The Illinois Medical District,20
1007,41.86,-87.67,Italian Village,4.2,The Illinois Medical District,20
1008,41.86,-87.67,Mexique,4.6,The Illinois Medical District,20
1009,41.86,-87.67,Next,4.7,The Illinois Medical District,20
1010,41.86,-87.67,Ditka's Restaurant Chicago,4.3,The Illinois Medical District,20
1011,41.86,-87.67,RL Restaurant,4.2,The Illinois Medical District,20
1012,41.86,-87.67,Monteverde Restaurant & Pastificio,4.7,The Illinois Medical District,20
