,City Name,Facility parking,Latitude,Longitude,Rating,Site Name,parking Total Count
343,Raleigh,Cabarrus Street Parking Lot,35.77,-78.64,5,Warehouse District,20
344,Raleigh,Lot 34 – Wilmington Street Station,35.77,-78.64,3.6,Warehouse District,20
345,Raleigh,Lot 26 – Blount Street Deck,35.77,-78.64,2.8,Warehouse District,20
346,Raleigh,Powerhouse Parking Deck,35.77,-78.64,2,Warehouse District,20
347,Raleigh,Lot 39 – 400 S. Salisbury St.,35.77,-78.64,NAN,Warehouse District,20
348,Raleigh,510 Glenwood Parking Deck,35.77,-78.64,4,Warehouse District,20
349,Raleigh,Green Square Parking Deck,35.77,-78.64,4.1,Warehouse District,20
350,Raleigh,Parking. City Of Raleigh. Blount Deck,35.77,-78.64,2,Warehouse District,20
351,Raleigh,State Government Visitor Parking Lot #2,35.77,-78.64,3.5,Warehouse District,20
352,Raleigh,333 N.Salisbury Street Parking lot#75,35.77,-78.64,3.8,Warehouse District,20
353,Raleigh,NCMNS Vol Parking,35.77,-78.64,3,Warehouse District,20
354,Atlanta,304 W Peachtree Street or 17 Baker St Lot,33.7615,-84.3856,1,Downtown Atlanta,20
355,Atlanta,Metropolis Parking,33.7615,-84.3856,3.8,Downtown Atlanta,20
356,Atlanta,Five Points,33.7615,-84.3856,3.8,Downtown Atlanta,20
357,Atlanta,AAA Parking,33.7615,-84.3856,2,Downtown Atlanta,20
358,Atlanta,100 Luckie Street,33.7615,-84.3856,2.1,Downtown Atlanta,20
359,Atlanta,AAA Parking,33.7615,-84.3856,3.9,Downtown Atlanta,20
360,Atlanta,SP+ Parking @ 218 Peachtree Street NW,33.7615,-84.3856,2.4,Downtown Atlanta,20
361,Atlanta,LAZ Parking Lot,33.7615,-84.3856,NAN,Downtown Atlanta,20
362,Atlanta,Lanier Parking,33.7615,-84.3856,3.3,Downtown Atlanta,20
363,Atlanta,Lanier Parking Solutions,33.7615,-84.3856,3,Downtown Atlanta,20
364,Atlanta,CRC Permit Parking,33.7615,-84.3856,NAN,Downtown Atlanta,20
365,Atlanta,Government Center Parking Deck,33.7615,-84.3856,3.8,Downtown Atlanta,20
366,Atlanta,Pete Hackney Parking Deck,33.7615,-84.3856,3.7,Downtown Atlanta,20
367,Atlanta,Centennial Deck / Philips Arena Deck,33.7615,-84.3856,3.3,Downtown Atlanta,20
368,Atlanta,Seven One Seven Parking,33.7615,-84.3856,3,Downtown Atlanta,20
369,Atlanta,SP+ Parking @ 123 Marietta Street,33.7615,-84.3856,2.3,Downtown Atlanta,20
370,Atlanta,Green Parking,33.7615,-84.3856,3.8,Downtown Atlanta,20
371,Atlanta,Georgia Tech Student Center Parking,33.7615,-84.3856,4,Downtown Atlanta,20
372,Atlanta,285 Marietta Street Parking Lot,33.7615,-84.3856,2.7,Downtown Atlanta,20
373,Atlanta,Underground Deck A,33.7615,-84.3856,3.1,Downtown Atlanta,20
374,Atlanta,Exchange Street Parking Plaza,34.5129,-93.0431,4.3,Midtown,3
375,Atlanta,Free Public Parking,34.5129,-93.0431,4.5,Midtown,3
376,Atlanta,274 Exchange St Parking,34.5129,-93.0431,NAN,Midtown,3
377,Atlanta,1901 Savoy Drive Parking,33.904,-84.2843,NAN,Former GM plant,2
378,Atlanta,Chamblee Station,33.904,-84.2843,NAN,Former GM plant,2
379,Atlanta,National Parking,33.9133,-84.3888,4.7,The High Street Site,5
380,Atlanta,LAZ Parking,33.9133,-84.3888,NAN,The High Street Site,5
381,Atlanta,G5 Parking Solutions,33.9133,-84.3888,5,The High Street Site,5
382,Atlanta,120 Hammond Dr NE Parking,33.9133,-84.3888,NAN,The High Street Site,5
383,Atlanta,City Springs,33.9133,-84.3888,NAN,The High Street Site,5
384,Austin,Downtown Austin Parking,30.2586,-97.7444,3.1,American-Statesman ,20
385,Austin,Texas Capitol Visitors Parking Garage,30.2586,-97.7444,4.4,American-Statesman ,20
386,Austin,5th Street Garage,30.2586,-97.7444,3.7,American-Statesman ,20
387,Austin,382 Parking,30.2586,-97.7444,2.2,American-Statesman ,20
388,Austin,LAZ Parking 388,30.2586,-97.7444,1.5,American-Statesman ,20
389,Austin,Capitol Center Parking Garage,30.2586,-97.7444,5,American-Statesman ,20
390,Austin,SP Plus 707 East 7th Street,30.2586,-97.7444,4,American-Statesman ,20
391,Austin,Laz Parking,30.2586,-97.7444,NAN,American-Statesman ,20
392,Austin,Platinum Parking,30.2586,-97.7444,3.8,American-Statesman ,20
393,Austin,Brazos Garage,30.2586,-97.7444,3.3,American-Statesman ,20
394,Austin,Land Lot,30.2586,-97.7444,5,American-Statesman ,20
395,Austin,Central Parking,30.2586,-97.7444,3,American-Statesman ,20
396,Austin,400 West 15th Street,30.2586,-97.7444,3,American-Statesman ,20
397,Austin,Chase Tower Garage,30.2586,-97.7444,4,American-Statesman ,20
398,Austin,Premier Parking @ Littlefield Garage,30.2586,-97.7444,2.6,American-Statesman ,20
399,Austin,Central Parking,30.2586,-97.7444,4,American-Statesman ,20
400,Austin,Health Center Garage,30.2586,-97.7444,2.3,American-Statesman ,20
401,Austin,Premium Parking - P3008,30.2586,-97.7444,3.3,American-Statesman ,20
402,Austin,Premium Parking - P3004,30.2586,-97.7444,2.8,American-Statesman ,20
403,Austin,Public Parking underneath Ashton,30.2586,-97.7444,3.9,American-Statesman ,20
404,Austin,IBM - South Parking Garage,30.4015,-97.7268,NAN,The Domain,13
405,Austin,Green Parking Garage,30.4015,-97.7268,NAN,The Domain,13
406,Austin,Red Garage,30.4015,-97.7268,5,The Domain,13
407,Austin,11201 North MoPac Expressway Parking,30.4015,-97.7268,NAN,The Domain,13
408,Austin,11301 Domain Dr Parking,30.4015,-97.7268,NAN,The Domain,13
409,Austin,9409 Stonelake Boulevard Parking,30.4015,-97.7268,NAN,The Domain,13
410,Austin,North Burnet Parking,30.4015,-97.7268,NAN,The Domain,13
411,Austin,9721 Arboretum Blvd Parking,30.4015,-97.7268,NAN,The Domain,13
412,Austin,10024 North Capital of TX Highway North Parking,30.4015,-97.7268,3,The Domain,13
413,Austin,11701 Domain Blvd Parking,30.4015,-97.7268,NAN,The Domain,13
414,Austin,Domain Pkwy Parking,30.4015,-97.7268,NAN,The Domain,13
415,Austin,2420-2510 Kramer Ln Parking,30.4015,-97.7268,NAN,The Domain,13
416,Austin,9629 Arboretum Blvd Parking,30.4015,-97.7268,NAN,The Domain,13
417,Austin,IBM - South Parking Garage,30.4014,-97.7147,NAN,Bardmoor Campus,12
418,Austin,Green Parking Garage,30.4014,-97.7147,NAN,Bardmoor Campus,12
419,Austin,Red Garage,30.4014,-97.7147,5,Bardmoor Campus,12
420,Austin,11201 North MoPac Expressway Parking,30.4014,-97.7147,NAN,Bardmoor Campus,12
421,Austin,11301 Domain Dr Parking,30.4014,-97.7147,NAN,Bardmoor Campus,12
422,Austin,North Burnet Parking,30.4014,-97.7147,NAN,Bardmoor Campus,12
423,Austin,10024 North Capital of TX Highway North Parking,30.4014,-97.7147,3,Bardmoor Campus,12
424,Austin,11701 Domain Blvd Parking,30.4014,-97.7147,NAN,Bardmoor Campus,12
425,Austin,Domain Pkwy Parking,30.4014,-97.7147,NAN,Bardmoor Campus,12
426,Austin,2420-2510 Kramer Ln Parking,30.4014,-97.7147,NAN,Bardmoor Campus,12
427,Austin,3713 Tudor Boulevard Parking,30.4014,-97.7147,NAN,Bardmoor Campus,12
428,Austin,9700 N Capital of Texas Hwy Parking,30.4014,-97.7147,NAN,Bardmoor Campus,12
429,Austin,10901 Lakeline Mall Dr Parking,30.4704,-97.7701,NAN,Robinson Ranch,1
430,Austin,Lot F,30.1338,-97.6411,3.5,Project Catalyst,3
431,Austin,RVNIGHTLY.COM,30.1338,-97.6411,3.8,Project Catalyst,3
432,Austin,Premium RV Parking,30.1338,-97.6411,NAN,Project Catalyst,3
